step,train/loss,val/bpb,core_metric,total_training_time
3000,2.6304497974443803,,,24117.427671909332
3100,2.7701359907652083,,,24729.326454639435
3200,2.7566212283998066,,,25341.40646982193
3250,,0.9560997425608634,,25641.289921283722
3300,2.681153513844291,,,25953.85915875435
3400,2.785795755634824,,,26566.255162000656
3500,2.635082381355102,,,27178.695347070694
3600,2.734324172917239,,,27791.486481904984
3700,2.6932068813879617,,,28404.15955233574
3750,,0.9491276494423273,,28704.3891787529
3800,2.6197050744856973,,,29016.71774816513
3900,2.6570657920205374,,,29628.950963497162
4000,,,0.1185134782265795,
4100,2.3950347911076917,,,30853.490800857544
4200,2.7293642475947886,,,31465.803793668747
4250,,0.9304519127313255,,31765.94647693634
4300,2.6259521067064937,,,32078.30528306961
4400,2.6237755066406083,,,32690.53894019127
4500,2.624756825562612,,,33302.61285376549
4600,2.733229410723549,,,33914.65852499008
4700,2.5876209566311705,,,34526.91856479645
4750,,0.9254480666441279,,34826.80625796318
4800,2.472269924516178,,,35138.96833705902
4900,2.6422147889770784,,,35750.6558740139
5000,,0.9217683400029817,,36356.18695521355
5100,2.452370861879442,,,36973.73178267479
5200,2.677887583649055,,,37585.67140960693
5250,,0.9274693304305194,,37885.70377063751
5300,2.523218570862612,,,38197.89756774902
5400,2.6768821567659913,,,38810.11233854294
5500,2.6801851765064706,,,39422.130376815796
5600,2.6260334649727013,,,40033.668441057205
5700,2.4424382044913893,,,40645.14682006836
5750,,0.9189813869294601,,40944.862698078156
5800,2.657404673871844,,,41257.03572201729
5900,2.5614678799693786,,,41869.05462217331
6000,,0.9182373981278539,,42475.171735048294
6100,2.5312462339752044,,,43093.098648548126
6200,2.673302250933756,,,43705.06821870804
6250,,0.9147532357424787,,44005.001760959625
6300,2.7785586385175027,,,44317.314541339874
6400,2.6152271940783076,,,44929.572275877
6500,2.6542265393828304,,,45541.69318795204
6600,2.600634756597478,,,46153.9877948761
6700,2.520746162139338,,,46766.32988834381
6750,,0.9017504867366766,,47066.29908442497
6800,2.4643393120886925,,,47378.46229505539
6900,2.6837339407331964,,,47990.62457847595
7000,2.7128622792944244,,,48602.55138492584
7100,2.6576489778002923,,,49214.65084815025
7200,2.6052863107356155,,,49826.418531894684
7250,,0.9063530037847054,,50126.374307632446
7300,2.5029854500715674,,,50438.43640732765
7400,2.549958122096237,,,51049.85049152374
7500,2.58093660835757,,,51661.32537698746
7600,2.777513367033891,,,52273.080058813095
7700,2.7651961246626486,,,52885.12684607506
7750,,0.9084993377346713,,53185.25062298775
7800,2.657641941683784,,,53497.170565366745
7900,2.7396470805934072,,,54108.83884072304
8000,2.5329195043430146,,,54720.30716586113
8100,2.452559972487465,,,55332.03097677231
8200,2.656512198376209,,,55943.663206100464
8250,,0.8974919938528696,,56243.488757133484
8300,2.5511390751880083,,,56555.53940534592
8400,2.468864325390168,,,57167.60915350914
8500,2.65986275090608,,,57779.56629657745
8600,2.6026160256402235,,,58391.68397188187
8700,2.5378530689404384,,,59003.664721250534
8750,,0.8980686160355833,,59303.31743979454
8800,2.7094782626865643,,,59615.29823422432
8900,2.6794807781052845,,,60226.93333053589
9000,2.5839242341691575,,,60838.568325042725
9100,2.6943974432705677,,,61450.8801074028
9200,2.6867435419255523,,,62062.755422115326
9250,,0.8883056065811994,,62362.3586974144
9300,2.532120746970289,,,62674.330961465836
9400,2.3915537720204254,,,63285.81248140335
9500,2.434655797426687,,,63897.26931643486
9600,2.502156162313368,,,64509.68341040611
9700,2.506356400022347,,,65121.140619277954
9750,,0.8787197094727397,,65420.788569927216
9800,2.5422991323036026,,,65732.86907076836
9900,2.69338091146543,,,66344.69838619232
10000,,0.8844119287459488,,66950.19279718399
10100,2.6713879331676598,,,67742.9712190628
10200,2.6946479208684613,,,68355.35364294052
10250,,0.8896642259009432,,68655.33279132843
10300,2.5201398144100797,,,68967.77461051941
10400,2.3529050401119718,,,69580.2355093956
10500,2.2568489102720446,,,70192.70013070107
10600,2.32028588660958,,,70805.3181116581
10700,2.5448573577441165,,,71418.03200387955
10750,,0.8788637513182694,,71718.21359586716
10800,2.4498017698772205,,,72030.57548689842
10900,2.4350213188321748,,,72643.1794333458
11000,,0.8799710608236203,,73249.6388976574
11100,2.570515492473617,,,73868.30740070343
11200,2.4767324751426756,,,74480.9324836731
11250,,0.8681521577661255,,74781.17501974106
11300,2.415107878935335,,,75093.60066485405
11400,2.5584600894297225,,,75706.12842273712
11500,2.4360309238353026,,,76318.64650535583
11600,2.620971986230026,,,76931.11202192307
11700,2.6012078318237837,,,77543.5927157402
11750,,0.8590485442027118,,77843.77682948112
11800,2.4316760217536055,,,78156.16906952858
11900,2.553893469863314,,,78768.84824895859
12000,,0.8568775860491123,,79375.18918538094
12100,2.5458148107707173,,,79993.87190628052
12200,2.4385067214181397,,,80606.43751573563
12250,,0.8567401063264507,,80906.55527949333
12300,2.527534624781388,,,81218.91887569427
12400,2.5809660545356596,,,81831.45298790932
12500,2.4291292389833448,,,82444.0312256813
12600,2.5331839897006025,,,83056.53112864494
12700,2.5491783936482473,,,83669.10744023323
12750,,0.8484444135339717,,83969.36001372337
12800,2.5421260506515027,,,84281.66257548332
12900,2.5596431098691976,,,84894.29325008392
13000,2.4908221627698435,,,85506.93179893494
13100,2.424415565648167,,,86119.55693507195
13200,2.3681443304725205,,,86732.06600761414
13250,,0.8398482274913461,,87032.17655730247
13300,2.414625078773782,,,87344.60365509987
13400,2.32326528750918,,,87957.22723317146
13500,2.4108684961427054,,,88569.8241713047
13600,2.5159340400978842,,,89182.4364016056
13700,2.43563176110087,,,89795.12646389008
13750,,0.8355562742780633,,90095.32339262962
13800,2.487934535402294,,,90407.69689464569
13900,2.432760935993338,,,91020.29095578194
14000,2.28761510606819,,,91632.79892706871
14100,2.443777350531406,,,92245.46274113655
14200,2.278320964782926,,,92858.2794201374
14250,,0.8317655762917818,,93158.6321015358
14300,2.3413356352229835,,,93471.14200305939
14400,2.607860518604499,,,94084.17621803284
14500,2.4927616757800704,,,94696.83502388
14600,2.277010351527802,,,95309.86662340164
14700,2.5114298196052527,,,95922.60395741463
14750,,0.8265341349926354,,96222.91740012169
14800,2.217289426322563,,,96535.32287549973
14900,2.424109006173815,,,97147.90267682076
15000,2.529803018474057,,,97760.4555516243
15100,2.4875621409817437,,,98372.89750361443
15200,2.601827758731615,,,98985.44317030907
15250,,0.8247778900099949,,99285.68970060349
15300,2.539951228053543,,,99598.0747563839
15400,2.3043684133694686,,,100210.78899073601
15500,2.4755576947517444,,,100823.37324523926
15600,2.443662960393215,,,101435.81151151657
15700,2.496049331780446,,,102048.34764575958
15750,,0.8155436837043555,,102348.35086655617
15800,2.234434409930871,,,102660.57681798935
15900,2.4083821137851658,,,103273.03701758385
16000,2.5243870451823307,,,103885.4657509327
16100,2.5661867746352716,,,104497.96329379082
16200,2.47723740513836,,,105110.81414175034
16250,,0.8106669868691658,,105411.07508349419
16300,2.5117580216151993,,,105723.40570878983
16400,2.335102294452332,,,106336.10818600655
16500,2.5207791657322254,,,106948.82362651825
16600,2.4678421990177437,,,107561.42242765427
16700,2.466936583996041,,,108173.765583992
16750,,0.8076141053907037,,108473.44091701508
16800,2.2192507507443575,,,108785.35704350471
16900,2.437435006483863,,,109397.17149114609
17000,2.3746987416027423,,,110009.2887096405
17100,2.4012167637595474,,,110620.96069478989
17200,2.3363154286433065,,,111232.70224618912
17250,,0.8020474760531775,,111532.46283078194
17300,2.233882654021874,,,111844.66429376602
17400,2.225657423082123,,,112456.72941970825
17500,2.3867526943844437,,,113068.4153623581
17600,2.5286779721623436,,,113680.47391033173
17700,2.430960390975949,,,114292.09733605385
17750,,0.798181216196643,,114591.84696483612
17800,2.343763320678374,,,114903.78749513626
17900,2.3848114509421894,,,115515.73296689987
18000,2.362954149245133,,,116127.45406508446
18100,2.441394345578622,,,116739.49311566353
18200,2.339504696038313,,,117351.1615934372
18250,,0.7941418072565104,,117650.84350371361
18300,2.4661982424460476,,,117962.80007719994
18400,2.182650065371738,,,118574.44112491608
18500,2.2676681155623473,,,119186.00706410408
18600,2.172108382246865,,,119797.84427380562
18700,2.181039081249688,,,120409.54276514053
18750,,0.7885898614810455,,120709.33650445938
18800,2.4216293210848168,,,121021.37007546425
18900,2.3738805921627817,,,121633.1164867878
19000,2.408169404676301,,,122245.03503465652
19100,2.205314015054593,,,122857.56777954102
19103,,,0.16315221251971798,
